product_id,product_name,brand,claim_text,context,is_claim,claim_verifiable,claim_conflict,conflict_explanation
41220001644,Condensed Soup,H-E-B,No gluten,Condensed Soup | H-E-B,1,1,0,explicit gluten-free claim
37212000399,Fusilli Corti Bucati N°108,La Molisana,,Fusilli Corti Bucati N°108 | La Molisana,0,0,0,no claim text present
175661,Walnut pieces,Sainsbury's,Vegan,Walnut pieces | Sainsbury's,0,0,0,no claim text present
311304,Roasted Red Pepper Houmous,M&S,Chickpeas)\r\nRoasted Red Peppers (20%)\r\nRapeseed Oil\r\nTahini (Sesame Seed Paste)\r\nWater\r\nRed Chilli Purée\r\nConcentrated Lemon Juice\r\nExtra Virgin Olive Oil\r\nSugar\r\nSalt\r\nGarlic\r\nColour: Paprika Extract'},Roasted Red Pepper Houmous | M&S,1,1,0,explicit vegan claim
185677,Roasted vegetable couscous,M&S,,Roasted vegetable couscous | M&S,0,0,0,"ingredient list fragment, not a claim"
25583004221,Plant-Based Deli Slices Peppered,Tofurky,,Plant-Based Deli Slices Peppered | Tofurky,0,0,0,no claim text present
88886,British Self Raising Flour,Marks & Spencer,,British Self Raising Flour | Marks & Spencer,0,0,0,no claim text present
33776080525,Vegan White Cheddar Flavor Mac & Cheese,Restaurant Item,SALT,Vegan White Cheddar Flavor Mac & Cheese | Restaurant Item,0,0,0,no claim text present
278737,Quinoa,Sainsbury's,,Quinoa | Sainsbury's,0,0,0,ingredient word salt only
37466016450,Dark Chocolate,Lindt EXCELLENCE,,Dark Chocolate | Lindt EXCELLENCE,0,0,0,no claim text present
159388,Coconut Cream by Sainsbury's,Sainsburys,Emulsifier: Mono - and Diglycerides of Fatty Acids,Coconut Cream by Sainsbury's | Sainsburys,0,0,0,no claim text present
33776011741,Vegan Buttery Sticks,Earth Balance,,Vegan Buttery Sticks | Earth Balance,0,0,0,ingredient list fragment
25583005259,Slow Roasted Chick'N Thai Basil,Tofurky,,Slow Roasted Chick'N Thai Basil | Tofurky,0,0,0,no claim text present
16741255609,Farmstand Flaxseed Vegan Breakfast Sandwich,Sweet Earth Natural Foods,VEGAN CHICKPEA PATTY : SILKEN TOFU,Farmstand Flaxseed Vegan Breakfast Sandwich | Sweet Earth Natural Foods,1,1,0,vegan chickpea patty claim
11210002500,Buffalo Style Hot Sauce,Tabasco,,Buffalo Style Hot Sauce | Tabasco,0,0,0,no claim text present
78726,Roasted veg with avocado,Marks & Spencer,,Roasted veg with avocado | Marks & Spencer,0,0,0,no claim text present
302661,Organic Houmous ~ With added extra virgin olive oil,Marks & Spencer,,Organic Houmous ~ With added extra virgin olive oil | Marks & Spencer,1,0,0,organic claim (not evaluated)
345576,Naturally sweet sweetcorn in water,Sainsbury's,,Naturally sweet sweetcorn in water | Sainsbury's,0,0,0,name phrase only
378673,Vegan meican style 3 bean wrap,Marks & Spencer,,Vegan meican style 3 bean wrap | Marks & Spencer,0,0,0,vegan only in name
390187,phizzy pigtails,percy pig,,phizzy pigtails | percy pig,0,0,0,no claim text present
178396,Extra virgin olive oil,Sainsbury’s,,Extra virgin olive oil | Sainsbury’s,0,0,0,no claim text present
27000442128,Original Sloppy Joe Sauce,Manwich,HIGH FRUCTOSE CORN SYRUP,Original Sloppy Joe Sauce | Manwich,0,0,0,ingredient info only
38000181771,frosted flakes,Kelloggs,,frosted flakes | Kelloggs,0,0,0,no claim text present
156929,Extremely chocolatey ginger biscuits,Marks And Spencer,,Extremely chocolatey ginger biscuits | Marks And Spencer,0,0,0,descriptive name only
2000010775,Escalope soja et blé,Herta,,Escalope soja et blé | Herta,0,0,0,no claim text present
159111,Coconut Milk,Sainsbury's,,Coconut Milk | Sainsbury's,0,0,0,no claim text present
71574,"Smoothie Orange, Carrot & Mango",Marks & Spencer,,"Smoothie Orange, Carrot & Mango | Marks & Spencer",0,0,0,no claim text present
59718,"Sweetcorn, Carrots, Peas & Broccoli With Seasoned Butter",M&S Eat Well,,"Sweetcorn, Carrots, Peas & Broccoli With Seasoned Butter | M&S Eat Well",0,0,0,no claim text present
41220965878,Greek vanilla yogurt,H-E-B,STRAINED YOGURT (CULTURED PASTEURIZED GRADE A FAT FREE MILK,Greek vanilla yogurt | H-E-B,1,1,0,fat free milk phrase
138932,Rye & Wheat Crackers,Marks & Spencer,Sunflower Oil - Sea Salt Coarse Black Pepper Honey Dried Skimmed Milk,Rye & Wheat Crackers | Marks & Spencer,0,0,0,ingredients list fragment
11730,Cranberry & Orange Cookies,Marks & Spencer,sugar,Cranberry & Orange Cookies | Marks & Spencer,0,0,0,ingredient word sugar only
219440,Wood Fired Pizza Mizzarella Di Bufala Margherita,M&S,,Wood Fired Pizza Mizzarella Di Bufala Margherita | M&S,0,0,0,no claim text present
362702,Sea Salt and Black Pepper Cashews,Marks & Spencer,,Sea Salt and Black Pepper Cashews  | Marks & Spencer,0,0,0,no claim text present
39047153707,Fruit Crumble Biscuits,Weight Watchers,,Fruit Crumble Biscuits | Weight Watchers,0,0,0,no claim text present
104302,Blueberry Muffins,Marks & Spencer,,Blueberry Muffins | Marks & Spencer,0,0,0,no claim text present
390194,Percy piglets,Marks & Spencer,,Percy piglets | Marks & Spencer,0,0,0,no claim text present
287678,British strawberry jam & clotted cream butter cream swiss roll,Marks & Spencer,Sodium Bicarbonate • Salt • Emulsifier: E471,British strawberry jam & clotted cream butter cream swiss roll | Marks & Spencer,0,0,0,raising agents list only
14100075233,Goldfish Baked Snack Crackers Cheddar,Pepperidge Farm,"""NutritiOn Facts Serving Size 1 Package Amount Per Servin calories 130 Calories from Fat 40 % Daily Value* Total Fat 4",Goldfish Baked Snack Crackers Cheddar | Pepperidge Farm,0,0,0,nutrition panel text only
198370,Butterscotch Scottie Dogs,Sainsbury's,,Butterscotch Scottie Dogs | Sainsbury's,0,0,0,no claim text present
146098,Natural yogurt,Sainsbury's,,Natural yogurt | Sainsbury's,0,0,0,no claim text present
38000138607,Salt & Vinegar Potato Crisps,Pringles,LACTOSE<,Salt & Vinegar Potato Crisps | Pringles,1,1,0,lactose content warning
50685,RED & BLACK GUMS,Marks & Spencer,i) Suitable for vegetarians'},RED & BLACK GUMS | Marks & Spencer,1,1,0,suitable for vegetarians claim
19101,Shortbread All Butter Fingers,Sainsbury's,(Salt),Shortbread All Butter Fingers | Sainsbury's,0,0,0,ingredient salt only
159203,Sea Salt & Crushed Black Pepper Croutons,Sainsbury's,,Sea Salt & Crushed Black Pepper Croutons | Sainsbury's,0,0,0,no claim text present
168069,Ultimate Five Grain Crumpets,Marks & Spencer,,Ultimate Five Grain Crumpets | Marks & Spencer,0,0,0,no claim text present
366861,Chocolate Flavoured Milk,M&S,Semi-Skimmed Milk (92%) · Sugar · Fat Reduced Cocoa Powder,Chocolate Flavoured Milk | M&S,0,0,0,ingredients list fragment
283519,Marzipan Bar,M&S,Sugar,Marzipan Bar | M&S,0,0,0,ingredient sugar only
176378,Broccoli Cheese Tomato Quiche,Marks & Spencers,Wheatflour contains  Gluten<,Broccoli Cheese Tomato Quiche | Marks & Spencers,1,1,0,gluten warning phrase
11210607040,Tabasco smoked chipotle,"McIlhenny Company, Tabasco",,"Tabasco smoked chipotle | McIlhenny Company, Tabasco",0,0,0,no claim text present
180344,Spinash et ricotta cannelloni,Marks & Spencer,,Spinash et ricotta cannelloni | Marks & Spencer,0,0,0,no claim text present
28400666558,Poppin' Jalapeno Doritos,doritos frito-lay,,Poppin' Jalapeno Doritos | doritos frito-lay,0,0,0,no claim text present
246255,Soft Golden Wholemeal Farmhouse,Marks and Spencer,Farine de blé fermenté déshydraté (contient  Gluten<,Soft Golden Wholemeal Farmhouse | Marks and Spencer,1,1,0,gluten warning phrase
31059,English Muffins,Marks & Spencer,,English Muffins | Marks & Spencer,0,0,0,no claim text present
121903,Extremely chocolate y caramels,Marks & Spencer,,Extremely chocolate y caramels | Marks & Spencer,0,0,0,descriptive name only
399500,Mozzarella Santini & Sundelisi tomate salad,M&s,Sunflower Oil· Salt,Mozzarella Santini & Sundelisi tomate salad | M&s,0,0,0,ingredient list fragment
20685000935,Hand Cooked Potato Chips,Cape Cod,,Hand Cooked Potato Chips | Cape Cod,0,0,0,no claim text present
30034053277,Organic Unsweetened Apple Sauce,Giant Eagle,,Organic Unsweetened Apple Sauce | Giant Eagle,1,0,0,organic claim (not evaluated)
28400083591,Smartfood Popcorn White Cheddar Cheese,Smartfood,No gluten,Smartfood Popcorn White Cheddar Cheese | Smartfood,1,1,0,explicit gluten-free claim
31142001143,Burrata,BelGioioso,No gluten,Burrata | BelGioioso,1,1,0,explicit gluten-free claim
11110993786,mini pepperoni,Kroger,No gluten,mini pepperoni | Kroger,1,1,0,explicit gluten-free claim
386982,2 cheese & onion rolls,Marks & Spencer,superior vegetarians to serve cold-fo product when eati and allow to cool c serving,2 cheese & onion rolls | Marks & Spencer,0,0,0,vegetarian suitability mention
153720,Drinking Chocolate,Sainsbury's,,Drinking Chocolate | Sainsbury's,0,0,0,no claim text present
36800096943,Organic Yellow Mustard,"Full Circle,  Topco",ORGANIC YELLOW MUSTARD SEED,"Organic Yellow Mustard | Full Circle,  Topco",1,0,0,organic ingredient claim (not evaluated)
41231000131,100% Pure Butter,Kate's,Fats,100% Pure Butter | Kate's,0,0,0,nutrient group word only
21908812472,Cheddar Tortilla Chips,"Food Should Taste Good, Small Planet Foods  Inc.",,"Cheddar Tortilla Chips | Food Should Taste Good, Small Planet Foods  Inc.",0,0,0,no claim text present
19646001036,Organic Diced Tomatoes In Tomato Juice,"Harmons,  Harmons Inc",,"Organic Diced Tomatoes In Tomato Juice | Harmons,  Harmons Inc",0,0,0,organic in name only (ignored)
11110856326,Puree Canola Oil,Kroger,No gluten,Puree Canola Oil | Kroger,1,1,0,explicit gluten-free style claim
41220979806,Dry Roasted Almonds,"Organics,  H-E-B",,"Dry Roasted Almonds | Organics,  H-E-B",0,0,0,"brand uses 'Organics', no claim text"
38101009653,Black Pepper Coated Italian Dry Salami,Busseto Foods  Inc.,SALT,Black Pepper Coated Italian Dry Salami | Busseto Foods  Inc.,0,0,0,ingredient word salt only
31493543736,Colorado Cracked Wheat Bread,Rudi's Organic Bakery,ORGANIC HIGH OLEIC SUNFLOWER,Colorado Cracked Wheat Bread | Rudi's Organic Bakery,0,0,0,organic/high oleic ingredient phrase only
11110977243,Black Forest Uncured Ham,Kroger,No gluten,Black Forest Uncured Ham | Kroger,1,1,0,explicit gluten-free style claim
28700116647,Organic Apple Sauce,Tree Top Inc.,,Organic Apple Sauce | Tree Top Inc.,0,0,0,organic in name only (ignored)
39153414754,Organic sauce,Colavita,,Organic sauce | Colavita,0,0,0,organic in name only (ignored)
36632019547,STRRAWBERRY FLAVORED BLENDED GREEK YOGURT,OIKOS TRIPLE ZERO,no-gluten,STRRAWBERRY FLAVORED BLENDED GREEK YOGURT | OIKOS TRIPLE ZERO,1,1,0,explicit gluten-free style claim
11535505663,"Organic Cannellini Beans, White Kidney Beans",Wild Harvest,,"Organic Cannellini Beans, White Kidney Beans | Wild Harvest",0,0,0,organic in name only (ignored)
24182002263,Organic Cajun Rice & Beans,Eden,,Organic Cajun Rice & Beans | Eden,0,0,0,organic in name only (ignored)
26825000117,Sugar Free BBQ Sauce Hickory Flavored,G Hughes Smokehouse,No gluten,Sugar Free BBQ Sauce Hickory Flavored | G Hughes Smokehouse,1,1,0,explicit gluten-free style claim
22506137202,Canola Oil,Restaurant Item, '100% MECHANICALLY (EXPELLER) PRESSED REFINED ORGANIC CANOLA OIL,Canola Oil | Restaurant Item,0,0,0,organic/processing ingredient phrase only
15400196314,Organic Soy Beans,Natural Directions,,Organic Soy Beans | Natural Directions,0,0,0,organic in name only (ignored)
11140424007,Classic mashed potatoes,Basic American Foods,No gluten,Classic mashed potatoes | Basic American Foods,1,1,0,explicit gluten-free style claim
41335000501,Italian Dressing & Marinade,Ken's Steak House,No gluten,Italian Dressing & Marinade | Ken's Steak House,1,1,0,explicit gluten-free style claim
11535504413,Organic Roasted Garlic Pasta Sauce,Wild Harvest,,Organic Roasted Garlic Pasta Sauce | Wild Harvest,0,0,0,organic in name only (ignored)
129299,Red Kidney Beans,Sainsbury's,,Red Kidney Beans | Sainsbury's,0,0,0,no claim text present
28400160209,Lay's Wavy Original Potato Chips 10 Ounce Bag,"Lay's,Fritolay",,"Lay's Wavy Original Potato Chips 10 Ounce Bag | Lay's,Fritolay",0,0,0,no claim text present
11535505458,Organic Petite Diced Tomatoes,Wild Harvest,,Organic Petite Diced Tomatoes | Wild Harvest,0,0,0,organic in name only (ignored)
120920,Brown rice,"Sainsbury's,by sainsbury's",,"Brown rice | Sainsbury's,by sainsbury's",0,0,0,no claim text present
41271009743,Caramel macchiato creamer,International Delight,,Caramel macchiato creamer | International Delight,0,0,0,no claim text present
37600105064,Natural Creamy Peanut Butter Spread,"Skippy,Hormel Foods  Llc",No gluten,"Natural Creamy Peanut Butter Spread | Skippy,Hormel Foods  Llc",1,1,0,explicit gluten-free style claim
37600105217,Creamy Natural Peanut Butter Spread With Honey,Skippy,No gluten,Creamy Natural Peanut Butter Spread With Honey | Skippy,1,1,0,explicit gluten-free claim
2000005924,Sablés  chocolat au lait,Monoprix Bio,,Sablés  chocolat au lait | Monoprix Bio,0,0,0,no claim text present (bio ignored)
10300863649,Cocoa Roast Almonds,Emerald,,Cocoa Roast Almonds | Emerald,0,0,0,no claim text present
11110799036,Movie theater butter microwave popcorn bags,Kroger,No gluten,Movie theater butter microwave popcorn bags | Kroger,1,1,0,explicit gluten-free claim
11693,All Butter Belgian White Chocolate Chunk Cookies,Marks & Spencer,,All Butter Belgian White Chocolate Chunk Cookies | Marks & Spencer,0,0,0,no claim text present
20038000100,Italian Strained Tomatoes,Flora,,Italian Strained Tomatoes | Flora,0,0,0,no claim text present
11110016188,Peanut Butter,Kroger,No gluten,Peanut Butter | Kroger,1,1,0,explicit gluten-free claim
22655702054,Fresh Everyday Ground Turkey,Butterball  Llc,No gluten,Fresh Everyday Ground Turkey | Butterball  Llc,1,1,0,explicit gluten-free claim
25317323000,Organic Wild Mushroom Chicken Sausage,Applegate,,Organic Wild Mushroom Chicken Sausage | Applegate,0,0,0,organic in name only (ignored)
11110907653,Baking Powder,Kroger,No gluten,Baking Powder | Kroger,1,1,0,explicit gluten-free claim
13562303854,Cheddar Bunnies,Annie's Organic,Organic Expeller-pressed Sunflower Oil,Cheddar Bunnies | Annie's Organic,0,0,0,organic ingredient phrase only
11110912381,Quinoa,Simple Truth Organic,No gluten,Quinoa | Simple Truth Organic,1,1,0,explicit gluten-free style claim
16291443129,Organic Chives,Morton & Bassett Spices,,Organic Chives | Morton & Bassett Spices,0,0,0,organic in name only (ignored)
11140871023,Gluten free mashed potatoes,Hungry jack,No gluten,Gluten free mashed potatoes | Hungry jack,1,1,0,gluten-free product name and label claim
24000102687,Crunchy snack appel,Del Monte,,Crunchy snack appel | Del Monte,0,0,0,no claim text present
39978004680,Chocolate cake mix gluten free,"Bob's Red Mill,  Bob's Red Mill Natural Foods  Inc.",Chocolate cake mix gluten free,"Chocolate cake mix gluten free | Bob's Red Mill,  Bob's Red Mill Natural Foods  Inc.",1,1,0,gluten-free product name
41220335602,Organics 100% juice cranberry blend,"Organics,  H-E-B",Organics 100% juice cranberry blend,"Organics 100% juice cranberry blend | Organics,  H-E-B",1,1,0,100% juice claim (brand word 'Organics' ignored)
25484000124,Extra Firm Tofu,Vitasoy Usa Inc.,No gluten,Extra Firm Tofu | Vitasoy Usa Inc.,1,1,0,explicit gluten-free claim
39978003164,Stone Ground White Rice Flour,"Bob's Red Mill,  Bob's Red Mill Natural Foods  Inc.",No gluten,"Stone Ground White Rice Flour | Bob's Red Mill,  Bob's Red Mill Natural Foods  Inc.",1,1,0,explicit gluten-free claim
32601951344,"Earthbound farm, chopped salad asian kit, organic","Earthbound Farm,  Wwf Operating Company",salt,"Earthbound farm, chopped salad asian kit, organic | Earthbound Farm,  Wwf Operating Company",0,0,0,ingredient word salt only
11110799029,Microwave popcorn original butter,Kroger,No gluten,Microwave popcorn original butter | Kroger,1,1,0,explicit gluten-free claim
28042001922,Red Hots Sausage,Georgia Reds,SALT,Red Hots Sausage | Georgia Reds,0,0,0,ingredient word salt only
11110871442,Organic Coconut Sugar,Simple Truth,No gluten,Organic Coconut Sugar | Simple Truth,1,1,0,explicit gluten-free claim
11110367372,Organic Green Peas,Naturally Preferred,,Organic Green Peas | Naturally Preferred,0,0,0,organic in name only (ignored)
11594100472,Crispy & Crunchy Potato Chips,Pinnacle Foods Group Llc,No gluten,Crispy & Crunchy Potato Chips | Pinnacle Foods Group Llc,1,1,0,explicit gluten-free claim
34325029217,Organic Royal Quinoa,Setton Farms,,Organic Royal Quinoa | Setton Farms,0,0,0,no claim text present
52603054508,Organic low sodium vegetable broth,"Pacific, Pacific Foods Of Oregon  Inc.",USDA Organic,"Organic low sodium vegetable broth | Pacific, Pacific Foods Of Oregon  Inc.",0,0,0,organic certification (ignored)
84253242950,Organic Low Sodium Vegetable Broth,"Imagine,The Hain Celestial Group",Canada Organic,"Organic Low Sodium Vegetable Broth | Imagine,The Hain Celestial Group",0,0,0,organic certification (ignored)
42272905829,Lentil Vegetable Organic Soup,Amy's Kitchen (Lower Sodium),Certified B Corporation,Lentil Vegetable Organic Soup | Amy's Kitchen (Lower Sodium),1,0,0,certification/logo claim
766694301204,Tortilla Soup Mix,"Anderson House Foods, Frontier Soups",Not a sodium free food,"Tortilla Soup Mix | Anderson House Foods, Frontier Soups",1,1,0,sodium disclaimer (not sodium-free)
3175681851849,Pomme 🍏 🍎 Noisette🥜,Gerblé,Enriched with vitamins,Pomme 🍏 🍎 Noisette🥜 | Gerblé,1,1,0,vitamin enrichment claim
3392460481114,Biscottes Pleine vie Sans sel ajouté,"Heudebert, Lu, Mondelez",Peu ou pas de sel,"Biscottes Pleine vie Sans sel ajouté | Heudebert, Lu, Mondelez",1,0,0,sodium descriptive claim (not evaluated)
3250390977049,Jambon sup dd csn tsr 4t 140g,Monique ranou,Low salt,Jambon sup dd csn tsr 4t 140g | Monique ranou,1,1,0,low salt sodium claim
39400018834,Black Beans,Bush's Best,50% less salt,Black Beans | Bush's Best,1,1,0,less salt sodium claim
75810004258,Organic Tamari Gluten Free Soy Sauce Reduced Sodium,San-J,no-gmos,Organic Tamari Gluten Free Soy Sauce Reduced Sodium | San-J,1,0,0,non-GMO ingredient-free claim (not evaluated)
60383216092,Reduced Sodium Chicken Broth,"Sans nom, No Name",Made in Germany,"Reduced Sodium Chicken Broth | Sans nom, No Name",1,0,0,country of origin claim
62639356743,Reduced Sodium Soy Sauce,Western Family,MK Kosher,Reduced Sodium Soy Sauce | Western Family,1,0,0,kosher certification/logo
21908812427,Fd shd tst gd ktl cked sweet pot chips original,Food Should Taste Good,Reduced fat,Fd shd tst gd ktl cked sweet pot chips original | Food Should Taste Good,1,1,0,reduced fat claim
20267605,Cashewkerne,"Alesto, 05 x Lidl 10.25",European Vegetarian Union,"Cashewkerne | Alesto, 05 x Lidl 10.25",1,0,0,vegetarian certification/logo
5010477348678,Special Muesli 30% fruits & noix,Jordans,Iron source,Special Muesli 30% fruits & noix | Jordans,1,1,0,iron source nutrient claim
5000157078773,BEANZ In a rich tomato sauce NO ADDED SUGAR,HEINZ,Sans gluten,BEANZ In a rich tomato sauce NO ADDED SUGAR | HEINZ,1,1,0,explicit gluten-free claim (french)
5010477348630,"Muesli bio 36% fruits, noix & graines",Jordans,Certified by Ecocert,"Muesli bio 36% fruits, noix & graines | Jordans",1,0,0,organic certification/logo
20615420,Paahdettu maapähkinä,Alesto,Nutriscore B,Paahdettu maapähkinä | Alesto,1,0,0,Nutri-Score rating claim
5010477300508,Country Crisp with Sun-Ripe Strawberries imp,Jordans,Sustainable,Country Crisp with Sun-Ripe Strawberries imp | Jordans,1,0,0,sustainability/ethical claim
5014213001063,Smooth peanut butter,Meridian,The Vegan Society,Smooth peanut butter | Meridian,1,0,0,vegan certification/logo
4056489041320,Bio napitak od zobi,Vemondo,EG-Öko-Verordnung,Bio napitak od zobi | Vemondo,0,0,0,organic regulation reference (ignored)
3177500000742,Unleavened Breads,Biscuiterie d'Agen,No added fat,Unleavened Breads | Biscuiterie d'Agen,1,1,0,no added fat claim
5060088707975,Raw Fruit & Nut Bars - Salted Caramel,nākd,Cold pressed,Raw Fruit & Nut Bars - Salted Caramel | nākd,1,0,0,cold-pressed processing claim
5010477308221,Jordans Country Crisp,Jordans,Absolutely nothing artificial,Jordans Country Crisp | Jordans,1,1,0,no artificial ingredients claim
4061462190681,Chickpeas in Water,Four Seasons,No salt,Chickpeas in Water | Four Seasons,1,1,0,no salt sodium claim
5010477348432,Country Crisp chocolat au lait,Jordans,Nutri-Score C/D,Country Crisp chocolat au lait | Jordans,1,0,0,Nutri-Score rating claim
3380380046940,Tartines Craquantes Sarrasin,"Ekibio, Le Pain des Fleurs",Crossed Grain Trademark,"Tartines Craquantes Sarrasin | Ekibio, Le Pain des Fleurs",1,0,0,gluten-free certification/logo
8005110413520,Tomater Hakkede Økologisk 400g Mutti,"Oluf lorentzen as, Mutti",IT-BIO-007,"Tomater Hakkede Økologisk 400g Mutti | Oluf lorentzen as, Mutti",0,0,0,organic certification code (ignored)
5900012000232,"Olej rzepakowy z pierwszego tłoczenia, filtrowany",Kujawski,No additives,"Olej rzepakowy z pierwszego tłoczenia, filtrowany | Kujawski",1,1,0,no additives ingredient-free claim
3245412901454,Noix de cajou grillées,Carrefour,Made in Belgium,Noix de cajou grillées | Carrefour,1,0,0,made in country of origin claim
5060853640704,Super Berry Oat Bars,Bio & Me,No artificial preservatives,Super Berry Oat Bars | Bio & Me,1,1,0,no artificial preservatives claim
30000567289,Instant Oatmeal Maple & Brown Sugar,Quaker,100% Whole Grain,Instant Oatmeal Maple & Brown Sugar | Quaker,1,1,0,whole grain claim
30000567319,Instant Oatmeal Original,Quaker,American Heart Association,Instant Oatmeal Original | Quaker,1,0,1,heart association logo
30000315958,Protein Instant Oatmeal Banana Nut,Quaker,Whole Grains Council,Protein Instant Oatmeal Banana Nut | Quaker,1,0,0,whole grain council logo
791669620196,Quick oats,Ralston Foods,Whole Grain; Heart Healthy,Quick oats | Ralston Foods,1,0,1,whole grain and heart healthy claim
30000570418,Protein Instant Oatmeal Maple & Brown Sugar,Quaker,Whole grain,Protein Instant Oatmeal Maple & Brown Sugar | Quaker,1,1,0,whole grain claim
3033490545185,Activia bifidus nature 0% de mg 125 g x 8,"Activia,Danone",No fat,"Activia bifidus nature 0% de mg 125 g x 8 | Activia,Danone",1,1,0,no fat claim
5411188106852,Alpro 2x blueberry 2x cherry,Alpro,100% vegetable,Alpro 2x blueberry 2x cherry | Alpro,1,1,0,100% vegetable (plant-based) claim
5055940100513,Benecol,Benecol,Contains milk,Benecol | Benecol,1,0,0,allergen content statement (contains milk)
5055940100537,Raspberry,Benecol,Low-content-of-saturated-fat,Raspberry | Benecol,1,1,0,low saturated fat claim
5411188119586,2x Blackberry 2x Raspberry Cranberry,Alpro,ProTerra Certified,2x Blackberry 2x Raspberry Cranberry | Alpro,1,0,0,sustainability certification/logo
854252,Low fat Greek style yogurt,Marks & Spencer,Not-suitable-for-nut-allergy-sufferers,Low fat Greek style yogurt | Marks & Spencer,1,0,0,allergen warning (not suitable for nut allergy)
5060058332152,0% added sugar 0% fat strawberry Actimel,Danone,Rich in vitamin B6,0% added sugar 0% fat strawberry Actimel | Danone,1,1,0,rich in vitamin B6 claim
5099749001893,Low Fat Bio Organic Natural Live Yogurt,Glenisk,Love Irish Food,Low Fat Bio Organic Natural Live Yogurt | Glenisk,1,0,0,branding/quality mark claim
5010251431039,Low Fat Natural Yoghurt,Morrisons,Keep refrigerated,Low Fat Natural Yoghurt | Morrisons,0,0,0,storage instruction only
4016241030573,Skyr | Natural Fat Free | 0% Fat,Arla,No Artificial Flavour & Colour,Skyr | Natural Fat Free | 0% Fat | Arla,1,1,0,no artificial flavour or colour claim
78742016856,Greek Plain,Great Value,Grade A,Greek Plain | Great Value,1,0,0,grade/quality classification claim
5060360501819,Free Peach Passion Fruit 0% Fat & 0% Added Sugar Yogurt 4 x,Light & Free,Verified,Free Peach Passion Fruit 0% Fat & 0% Added Sugar Yogurt 4 x | Light & Free,1,0,0,general verification/approval claim
3564707081894,Yaourt nature 0% mg,"Bio Village, Marque Repère",Bio,"Yaourt nature 0% mg | Bio Village, Marque Repère",0,0,0,organic word only (ignored)
4056489563662,Fromage blanc,"Envia, Lidl",Nutriscore A,"Fromage blanc | Envia, Lidl",1,0,0,nutrition score grade claim
5015285810898,Three Bean Chilli,Free and Easy,No nuts,Three Bean Chilli | Free and Easy,1,1,0,nut-free allergen-free claim
3175680011534,Biscuit lait chocolat,"Gerblé,Gerblé Vitalité,Nutrition & Santé",Rainforest Alliance,"Biscuit lait chocolat | Gerblé,Gerblé Vitalité,Nutrition & Santé",1,0,0,sustainability certification/logo
3168930002987,Cuites au four nature,Lay’s,50% less fat,Cuites au four nature | Lay’s,1,1,0,50% less fat claim
7622201693954,Light Philadelphia,Philadelphia,40% less fat,Light Philadelphia | Philadelphia,1,0,1,40% less fat claim
3245550078681,Snack poppé T&H,Too GoodFrance,Afdiag,Snack poppé T&H | Too GoodFrance,1,0,0,gluten-related certification/logo
3229820787985,Crème de coco légère,BJORG,30% less fat,Crème de coco légère | BJORG,1,1,0,30% less fat claim
8718114724430,Light Mayonnaise,Hellman's,Omega-3,Light Mayonnaise | Hellman's,1,0,1,omega-3 nutrient claim
20561338,coconut milk,"Freshona, Lidl, Vitasia",Malo ili bez masti,"coconut milk | Freshona, Lidl, Vitasia",1,1,0,low or very low fat claim
20103354,Reduced Fat Soft Cheese,"Milbona,Lidl",Com pouca ou sem gordura,"Reduced Fat Soft Cheese | Milbona,Lidl",1,1,0,low or very low fat claim
3073781081909,Mini light,Babybel,Pasteurized,Mini light | Babybel,1,0,0,pasteurized milk processing claim
3073780828642,Minibaby light,Babybel,Dairy Farmers of Canada Quality Milk,Minibaby light | Babybel,1,0,0,quality milk certification/logo
5026489483030,Hummus chips tomato and basil,Eat Real,Kashrut division of the London Beth Din,Hummus chips tomato and basil | Eat Real,1,0,0,kosher certification claim
612322000028,Stem Ginger Oat Biscuit Breaks,Nairn's,40% less sugar,Stem Ginger Oat Biscuit Breaks | Nairn's,1,1,0,40% less sugar claim
8720182592132,LIGHT MAYONNAISE,HELLMANN'S,65% less fat,LIGHT MAYONNAISE | HELLMANN'S,1,1,0,65% less fat claim
